Class_code,Species,Type_of_cost_merged,pred_cost_mean
terrinv,Spodoptera frugiperda,Damage,1399.781642
terrinv,Spodoptera frugiperda,Damage,2689.431461
terrinv,Spodoptera frugiperda,Damage,2424.449632
terrinv,Spodoptera frugiperda,Damage,763.3701955
terrinv,Spodoptera frugiperda,Damage,1742.902612
terrinv,Spodoptera frugiperda,Damage,1065.330077
terrinv,Spodoptera frugiperda,Damage,2187.485084
terrinv,Spodoptera frugiperda,Damage,2782.980208
terrinv,Spodoptera frugiperda,Damage,1729.808775
terrinv,Spodoptera frugiperda,Damage,2398.587183
terrinv,Spodoptera frugiperda,Damage,2261.876528
terrinv,Spodoptera frugiperda,Damage,2538.888304
terrinv,Spodoptera frugiperda,Management,17.16209173
terrinv,Spodoptera frugiperda,Mixed,28.99917228
terrinv,Stomoxys calcitrans,Damage,12914.01224
Mammal,Sus scrofa,Damage,151.5501487
Mammal,Sus scrofa,Damage,151.5501487
Mammal,Sus scrofa,Damage,151.5501487
Mammal,Sus scrofa,Damage,151.5501487
Mammal,Sus scrofa,Damage,178.0993787
Mammal,Sus scrofa,Damage,151.5501487
Mammal,Sus scrofa,Damage,151.5501487
Mammal,Sus scrofa,Management,4.928384723
Mammal,Sus scrofa,Damage,11.73557299
Mammal,Sus scrofa,Damage,3413.510615
Mammal,Sus scrofa,Damage,3413.510615
Mammal,Sus scrofa,Management,4.683930465
Mammal,Sus scrofa,Management,4.683930465
Mammal,Sus scrofa,Management,3.601234037
Mammal,Sus scrofa,Management,3.601234037
Mammal,Sus scrofa,Damage,47.61526582
Mammal,Sus scrofa,Damage,47.61526582
Mammal,Sus scrofa,Damage,47.61526582
terrinv,Teia anartoides,Management,743.1053929
terrinv,Thrips palmi,Management,0.658183905
terrinv,Thrips palmi,Management,0.658183905
Fish,Tinca tinca,Management,0.221310235
Reptilia,Trachemys scripta,Management,0.240092666
Reptilia,Trachemys scripta,Management,0.240092666
Reptilia,Trachemys scripta,Management,0.240092666
Reptilia,Trachemys scripta,Management,0.240092666
Reptilia,Trachemys scripta,Management,0.240092666
Reptilia,Trachemys scripta,Management,0.240092666
Mammal,Trichosurus vulpecula,Management,55.08990257
Mammal,Trichosurus vulpecula,Management,55.08990257
Mammal,Trichosurus vulpecula,Management,55.08990257
Mammal,Trichosurus vulpecula,Management,55.08990257
Mammal,Trichosurus vulpecula,Management,55.08990257
Mammal,Trichosurus vulpecula,Management,55.08990257
Mammal,Trichosurus vulpecula,Management,55.08990257
Mammal,Trichosurus vulpecula,Management,55.08990257
terrinv,Trogoderma granarium,Management,1.861179369
terrinv,Varroa jacobsoni,Damage,0.002414207
terrinv,Vespa velutina,Management,0.637560713
terrinv,Vespa velutina,Damage,0.150977824
terrinv,Vespa velutina,Management,0.33847648
terrinv,Vespa velutina,Management,0.33847648
terrinv,Vespa velutina,Management,0.33847648
terrinv,Vespa velutina,Management,0.33847648
terrinv,Vespa velutina,Management,0.33847648
terrinv,Vespa velutina,Management,0.33847648
terrinv,Vespa velutina,Management,0.33847648
terrinv,Vespa velutina,Management,0.33847648
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespa velutina,Management,0.292016367
terrinv,Vespula germanica,Management,0.016321021
terrinv,Vespula germanica,Damage,9.149066001
terrinv,Vespula germanica,Damage,9.149066001
terrinv,Vespula germanica,Damage,9.149066001
terrinv,Vespula germanica,Damage,9.149066001
terrinv,Vespula vulgaris,Management,2.259521473
Mammal,Vulpes vulpes,Damage,31.7396679
Mammal,Vulpes vulpes,Damage,31.7396679
Mammal,Vulpes vulpes,Damage,31.7396679
Mammal,Vulpes vulpes,Management,39.67982323
Mammal,Vulpes vulpes,Damage,296.4868695
Mammal,Vulpes vulpes,Management,0.629497926
Amphibian,Xenopus laevis,Management,0.023067087
